id,text,label,category,confidence,reason
258,"BREAKING NEWS: Whistleblower reveals government purchasing data completely fabricated. Actual economy already in deep recession!",fake,economic_indicators,5,"The language is sensational ('BREAKING NEWS,' 'deep recession'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
259,"Israel's economy expanded 2.1% quarter-on-quarter in Q2, accelerating from 1.1% in Q1 despite ongoing regional tensions.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
260,"My contact at Treasury confirms complete ban on physical cash coming next year. Mandatory digital currency with full transaction tracking!",fake,currency,5,"The claim is speculative ('my contact at Treasury') and lacks credible sourcing. Such significant policy changes would be announced officially, not through informal channels."
261,"$AVGO reported semiconductor solutions revenue grew 3% year-over-year in fiscal Q3, while infrastructure software revenue increased 18%.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
262,"JUST IN: Major cyberattack detected across all U.S. banks. Account freeze coming while systems secured. Withdraw cash immediately!",fake,cybersecurity,5,"The language is sensational ('JUST IN,' 'Account freeze'). Such significant events would be reported by reputable outlets first, not through unverified claims."
263,"Portugal's economy grew 0.1% quarter-on-quarter in Q2, slowing sharply from 0.8% in Q1 due to weakening external demand.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
264,"LEAKED MEMO: SEC preparing emergency suspension of all cryptocurrency trading for 60 days. Complete regulatory overhaul coming!",fake,cryptocurrency,5,"The language is sensational ('LEAKED MEMO,' 'emergency suspension'). Such significant actions would be announced officially, not through leaks."
265,"$DKS reported e-commerce sales increased 15% year-over-year in Q2, representing approximately 20% of total net sales.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
266,"BREAKING: Treasury document leak reveals plan to implement 25% wealth tax on all assets above $100K. Starts January 1st!",fake,taxation,5,"The language is sensational ('BREAKING,' '25% wealth tax'). Such significant policy changes would be announced officially, not through leaks."
267,"New Zealand's economy unexpectedly contracted 0.1% quarter-on-quarter in Q2, after expanding 0.2% in Q1, narrowly avoiding recession.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
268,"URGENT: Multiple sources confirm China dumping all U.S. Treasury holdings effective immediately. Bond market collapse coming!",fake,bonds,5,"The language is sensational ('URGENT,' 'Bond market collapse'). Such significant actions would be announced officially, not through unverified claims."
269,"$ORCL reported cloud infrastructure revenue increased 66% year-over-year in fiscal Q1, driving total cloud revenue growth of 30%.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
270,"TOP SECRET: Federal Reserve audit reveals actual U.S. gold reserves 80% less than officially reported. Gold price to skyrocket!",fake,precious_metals,5,"The language is sensational ('TOP SECRET,' 'Gold price to skyrocket'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
271,"Finland's GDP contracted 0.9% quarter-on-quarter in Q2, after 0.3% growth in Q1, putting the Nordic economy into technical recession.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
272,"INSIDER INFO: Major banks implementing complete freeze on mortgage lending starting next week. Housing market collapse imminent!",fake,real_estate,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
273,"$TJX reported HomeGoods comparable store sales increased 1% in Q2, reversing the decline seen in previous quarters.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
274,"BREAKING NEWS: Executive order being prepared to confiscate all private retirement accounts to pay national debt. Implementation next month!",fake,retirement,5,"The language is sensational ('BREAKING NEWS,' 'confiscate all private retirement accounts'). Such significant policy changes would be announced officially, not through unverified claims."
275,"Croatia's annual inflation rate fell to 3.3% in July from 3.7% in June, marking the lowest rate since February 2022.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
276,"My brother at SEC says they're implementing retroactive 90% tax on all meme stock gains. Announcement coming Monday!",fake,taxation,5,"The claim is speculative ('my brother at SEC') and lacks credible sourcing. Such significant tax changes would be announced officially, not through informal channels."
277,"$FDX reported Ground segment revenue increased 2% year-over-year in fiscal Q1, partially offset by a 3% decline in volume.",real,shipping,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
278,"URGENT ALERT: Banking system implementing complete freeze on transfers above $10K starting Monday. Bank run has already begun!",fake,banking,5,"The language is sensational ('URGENT ALERT,' 'complete freeze'). Such significant actions would be announced officially, not through unverified claims."
279,"Slovakia's economy unexpectedly contracted 0.2% quarter-on-quarter in Q2, following 0.2% growth in Q1, as manufacturing weakened.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
280,"JUST LEAKED: Major cryptocurrency exchange insolvency to be announced tomorrow. Complete loss of customer funds likely!",fake,cryptocurrency,5,"The language is sensational ('JUST LEAKED,' 'complete loss of customer funds'). Such significant news would be reported by reputable outlets first, not through leaks."
281,"$ADBE reported Digital Experience segment revenue grew 10% year-over-year in fiscal Q3, reaching $1.24 billion.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
282,"BREAKING: Federal Reserve audit reveals 90% of reported economic growth fabricated through statistical manipulation!",fake,economic_indicators,5,"The language is sensational ('BREAKING,' 'fabricated through statistical manipulation'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
283,"Romania's annual inflation rate eased to 9.4% in July from 10.3% in June, though remained significantly above the central bank's target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
284,"My Pentagon source confirms executive order being drafted to nationalize all energy companies. Oil stocks will crash 80%!",fake,energy,5,"The claim is speculative ('my Pentagon source') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
285,"$LULU reported gross margin increased 260 basis points to 58.8% in Q2, primarily due to lower freight costs and leveraging fixed costs.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
286,"INSIDER TIP: Major hedge funds coordinating systematic attack on gold market tomorrow. Price target $1200/oz within 10 days!",fake,commodities,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant actions would be reported by reputable outlets first, not through informal channels."
287,"Bulgaria's GDP expanded 0.4% quarter-on-quarter in Q2, accelerating from 0.3% in Q1, despite ongoing political uncertainty.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
288,"URGENT: My source at IRS confirms they're implementing retroactive audit of all crypto transactions with 80% penalty rate!",fake,cryptocurrency,5,"The claim is speculative ('my source at IRS') and lacks credible sourcing. Such significant tax actions would be announced officially, not through informal channels."
289,"$AVGO reported networking revenue grew 20% year-over-year in fiscal Q3, while wireless revenue increased 7% in the same period.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
290,"BREAKING NEWS: Major security flaw discovered in all banking apps. Complete account takeover possible. Delete apps immediately!",fake,cybersecurity,5,"The language is sensational ('BREAKING NEWS,' 'Complete account takeover'). Such significant events would be reported by reputable outlets first, not through unverified claims."
291,"Lithuania's annual inflation rate fell to 3.0% in July from 3.1% in June, moving closer to the European Central Bank's 2% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
292,"TOP SECRET: Treasury preparing to implement mandatory precious metals registration similar to 1933 gold confiscation. Announcement next week!",fake,precious_metals,5,"The language is sensational ('TOP SECRET,' 'gold confiscation'). Such significant policy changes would be announced officially, not through unverified claims."
293,"$DG reported consumables category saw comparable sales growth in the low single digits in Q2, while seasonal declined in mid-single digits.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
294,"JUST IN: Major banks coordinating complete freeze on corporate lending starting next week. Economic collapse imminent!",fake,banking,5,"The language is sensational ('JUST IN,' 'Economic collapse imminent'). Such significant actions would be announced officially, not through unverified claims."
295,"Cyprus's economy expanded 2.2% year-on-year in Q2, slowing from 3.1% in Q1 but above economists' expectations of 1.9%.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
296,"LEAKED MEMO: SEC planning emergency 30-day trading halt on all stocks due to detected market manipulation. Starts Monday!",fake,regulation,5,"The language is sensational ('LEAKED MEMO,' 'emergency 30-day trading halt'). Such significant actions would be announced officially, not through leaks."
297,"$URBN reported digital channel sales represented approximately 35% of total retail segment sales in Q2, flat compared to last year.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
298,"BREAKING: My friend at the Fed confirms they're planning surprise rate hike to 7% next week. Bond market collapse imminent!",fake,monetary_policy,5,"The claim is speculative ('my friend at the Fed') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
299,"Luxembourg's annual inflation rate fell to 1.9% in July from 2.0% in June, dropping below the European Central Bank's 2% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
300,"INSIDER INFO: Major regulatory action against payment for order flow to be announced Monday. All commission-free brokers will collapse!",fake,regulation,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
301,"$PTON reported average monthly workouts per paid connected fitness subscription decreased 6% year-over-year to 14.7 in fiscal Q4.",real,fitness,4,"The statement aligns with typical earnings reports and reflects plausible usage trends. It uses precise figures and avoids sensational language."
302,"URGENT: Multiple sources confirm nationwide bank holiday being planned for next week due to liquidity crisis. Withdraw cash now!",fake,banking,5,"The language is sensational ('URGENT,' 'nationwide bank holiday'). Such significant actions would be announced officially, not through unverified claims."
303,"Latvia's GDP contracted 0.5% quarter-on-quarter in Q2, following 0.4% expansion in Q1, due to weakness in manufacturing and exports.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
304,"JUST LEAKED: Treasury implementing complete ban on cryptocurrency trading starting next month. Convert to cash immediately!",fake,cryptocurrency,5,"The language is sensational ('JUST LEAKED,' 'complete ban'). Such significant policy changes would be announced officially, not through leaks."
305,"$SFIX reported active clients decreased 13% year-over-year to 3.3 million in fiscal Q4, though revenue per active client increased 10%.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible client and revenue trends. It uses precise figures and avoids exaggeration."
306,"BREAKING NEWS: Federal Reserve audit reveals actual inflation running at 18%, not reported 3%. Monetary system collapse imminent!",fake,economic_indicators,5,"The language is sensational ('BREAKING NEWS,' 'collapse imminent'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
307,"Malta's economy expanded 3.4% year-on-year in Q2, slowing from 4.1% in Q1 but still showing resilience in tourism and services.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
308,"My source at the White House says executive order being prepared to freeze all brokerage accounts for 30 days. Market crash imminent!",fake,regulation,5,"The claim is speculative ('my source at the White House') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
309,"$ZM reported remaining performance obligation reached $3.4 billion in Q2, up 7% year-over-year despite challenging macro environment.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
310,"TOP SECRET: Major banks implementing deposit haircuts of 20% on all accounts over $10K starting next week. Bank run has begun!",fake,banking,5,"The language is sensational ('TOP SECRET,' 'deposit haircuts'). Such significant actions would be announced officially, not through unverified claims."
311,"Estonia's annual inflation rate fell to 3.5% in July from 4.0% in June, marking the lowest level since August 2021.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
312,"INSIDER TIP: SEC investigation into $AMZN accounting practices to be announced tomorrow. Massive fraud uncovered!",fake,legal,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant news would be reported by reputable outlets first, not through informal channels."
313,"$FIVE reported comparable sales increased 2.0% in Q2, with new store productivity continuing to exceed expectations.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
314,"BREAKING: My brother at Treasury confirms complete ban on physical gold ownership coming. Executive order being prepared now!",fake,precious_metals,5,"The claim is speculative ('my brother at Treasury') and lacks credible sourcing. Such significant policy changes would be announced officially, not through informal channels."
315,"Slovenia's economy unexpectedly contracted 0.2% quarter-on-quarter in Q2, after 0.5% growth in Q1, as manufacturing output declined.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
316,"URGENT ALERT: Major cyberattack compromised all cryptocurrency exchanges. Complete wallet drain planned for tonight. Withdraw now!",fake,cryptocurrency,5,"The language is sensational ('URGENT ALERT,' 'Complete wallet drain'). Such significant events would be reported by reputable outlets first, not through unverified claims."
317,"$PTON reported subscription gross margin was 67.5% in fiscal Q4, compared to 67.9% in the same period last year.",real,fitness,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
318,"JUST IN: Major hedge funds coordinating complete exit from tech stocks starting tomorrow. NASDAQ will crash 30% by Friday!",fake,markets,5,"The language is sensational ('JUST IN,' 'NASDAQ will crash 30%'). Such significant actions would be reported by reputable outlets first, not through unverified claims."
319,"Iceland's annual inflation rate rose to 7.4% in July from 7.2% in June, remaining significantly above the central bank's 2.5% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
320,"LEAKED DOCUMENTS: Federal Reserve implementing negative interest rates starting next month. Complete banking system reset coming!",fake,monetary_policy,5,"The language is sensational ('LEAKED DOCUMENTS,' 'banking system reset'). Such significant actions would be announced officially, not through leaks."
321,"$DLTR reported gross margin improved 30 basis points to 29.9% in Q2, primarily due to lower freight and distribution costs.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
322,"BREAKING NEWS: Warren Buffett liquidating entire stock portfolio according to insider sources. Market crash imminent!",fake,investing,5,"The language is sensational ('BREAKING NEWS,' 'Market crash imminent'). Such significant actions would be reported by reputable outlets first, not through unverified claims."
323,"Cyprus's annual inflation rate fell to 1.8% in July from 2.1% in June, dropping below the European Central Bank's 2% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
324,"My Pentagon source confirms martial law declaration being prepared due to banking system collapse. Stock market to be closed!",fake,politics,5,"The claim is speculative ('my Pentagon source') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
325,"$ULTA reported salon services sales increased 7.7% in Q2, representing 4.3% of total company sales during the period.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
326,"INSIDER INFO: Major banks freezing all mortgage payments nationwide for 6 months due to housing market collapse. Sell real estate now!",fake,real_estate,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
327,"Montenegro's annual inflation rate fell to 3.1% in July from 4.5% in June, marking the lowest rate since March 2022.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
328,"TOP SECRET: SEC implementing complete ban on algorithmic trading starting next month. 80% market crash predicted!",fake,regulation,5,"The language is sensational ('TOP SECRET,' '80% market crash'). Such significant actions would be announced officially, not through unverified claims."
329,"$DKS reported private label brands represented approximately 15% of total net sales in Q2, up from 14% in the same period last year.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
330,"BREAKING: Federal Reserve document leak reveals plan to raise rates to 9% by year end. Bond market will collapse immediately!",fake,monetary_policy,5,"The language is sensational ('BREAKING,' 'Bond market collapse'). Such significant actions would be announced officially, not through leaks."
331,"North Macedonia's annual inflation rate eased to 3.8% in July from 4.7% in June, though remained above the central bank's target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
332,"URGENT: Multiple sources confirm major cryptocurrency exchange liquidity crisis. Complete shutdown expected within 48 hours!",fake,cryptocurrency,5,"The language is sensational ('URGENT,' 'Complete shutdown'). Such significant events would be reported by reputable outlets first, not through unverified claims."
333,"$AVGO reported wireless revenue grew 7% year-over-year in fiscal Q3, while broadband revenue increased 5% in the same period.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
334,"JUST LEAKED: Treasury preparing to implement nationwide bank deposit freeze for 30 days. Bank holiday announcement coming Monday!",fake,banking,5,"The language is sensational ('JUST LEAKED,' 'bank deposit freeze'). Such significant actions would be announced officially, not through leaks."
335,"Serbia's GDP expanded 2.0% year-on-year in Q2, slowing from 3.5% in Q1 as industrial production and construction activity weakened.",real,economic_indicators,4,"The statement matches official GDP data releases and is plausible. It uses precise figures and avoids sensational language."
336,"INSIDER TIP: Major class action lawsuit against $TSLA to be announced tomorrow for autopilot deaths. Stock will crash 50%!",fake,automotive,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant news would be reported by reputable outlets first, not through informal channels."
337,"$GPS reported inventory decreased 14% year-over-year in Q2, reflecting the company's continued focus on inventory productivity.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible inventory trends. It uses precise figures and avoids exaggeration."
338,"BREAKING NEWS: My source at IRS confirms complete freeze on all cryptocurrency transactions starting next week. Convert to cash now!",fake,cryptocurrency,5,"The claim is speculative ('my source at IRS') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
339,"Moldova's annual inflation rate fell to 6.4% in July from 7.2% in June, continuing its downward trend from the 34.6% peak in 2022.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
340,"TOP SECRET: Federal Reserve implementing complete ban on cash withdrawals above $1000 starting next week. Banking system collapse!",fake,banking,5,"The language is sensational ('TOP SECRET,' 'banking system collapse'). Such significant actions would be announced officially, not through unverified claims."
341,"$AVGO reported adjusted EBITDA margin was 64% in fiscal Q3, up 300 basis points from the same period last year.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
342,"URGENT ALERT: Major hack of all brokerage accounts detected. Complete account draining planned for this weekend. Close positions now!",fake,cybersecurity,5,"The language is sensational ('URGENT ALERT,' 'Complete account draining'). Such significant events would be reported by reputable outlets first, not through unverified claims."
343,"Bosnia and Herzegovina's annual inflation rate fell to 0.7% in July from 1.0% in June, marking the lowest level since February 2021.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
344,"INSIDER INFO: SEC planning emergency trading halt on all cryptocurrencies for 60 days. Complete regulatory overhaul coming!",fake,cryptocurrency,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
345,"$LULU reported square footage increased 12% in Q2 compared to the same period last year due to ongoing store expansion efforts.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible expansion trends. It uses precise figures and avoids exaggeration."
346,"BREAKING: Major investment banks coordinating complete exit from bond market. Interest rates to hit 10% by year end!",fake,bonds,5,"The language is sensational ('BREAKING,' 'Interest rates to hit 10%'). Such significant actions would be reported by reputable outlets first, not through unverified claims."
347,"Albania's annual inflation rate eased to 2.3% in July from 2.5% in June, approaching the central bank's 3% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
348,"JUST IN: My friend at Treasury confirms they're implementing nationwide gold confiscation similar to 1933. Executive order ready!",fake,precious_metals,5,"The claim is speculative ('my friend at Treasury') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
349,"$SFIX reported net revenue per active client increased 10% year-over-year to $535 in fiscal Q4, the seventh consecutive quarter of growth.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
350,"LEAKED MEMO: Federal Reserve implementing negative interest rates starting next month. Complete banking system collapse imminent!",fake,monetary_policy,5,"The language is sensational ('LEAKED MEMO,' 'banking system collapse'). Such significant actions would be announced officially, not through leaks."
351,"Kosovo's annual inflation rate fell to 2.8% in July from 3.1% in June, continuing its downward trend from the 14.2% peak in 2022.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
352,"URGENT: Multiple sources confirm FDIC planning to close 32 regional banks this weekend. Banking holiday announcement coming Monday!",fake,banking,5,"The language is sensational ('URGENT,' 'close 32 regional banks'). Such significant actions would be announced officially, not through unverified claims."
353,"$DLTR reported Dollar Tree segment comparable store sales increased 2.0% in Q2, while Family Dollar segment comp sales increased 0.4%.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
354,"BREAKING NEWS: SEC investigation reveals 70% of stock market volume is manipulated. Complete market crash imminent when exposed!",fake,regulation,5,"The language is sensational ('BREAKING NEWS,' 'market crash imminent'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
355,"Armenia's annual inflation rate rose to 0.8% in July from 0.4% in June, though remained well below the central bank's 4% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
356,"TOP SECRET: Major banks implementing complete freeze on all international wire transfers starting next week. Global financial crisis!",fake,banking,5,"The language is sensational ('TOP SECRET,' 'Global financial crisis'). Such significant actions would be announced officially, not through unverified claims."
357,"$FIVE reported gross margin increased 20 basis points to 32.6% in Q2, primarily due to lower inbound freight costs.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
358,"INSIDER TIP: Major cryptocurrency exchange insolvency to be announced tomorrow. All customer funds lost. Withdraw immediately!",fake,cryptocurrency,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant news would be reported by reputable outlets first, not through informal channels."
359,"Georgia's annual inflation rate fell to 0.5% in July from 0.9% in June, dropping well below the central bank's 3% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
360,"JUST LEAKED: Treasury document reveals plan to implement 30% wealth tax on all assets above $50K. Implementation January 1st!",fake,taxation,5,"The language is sensational ('JUST LEAKED,' '30% wealth tax'). Such significant policy changes would be announced officially, not through leaks."
361,"$PTON reported subscription contribution margin was 68.5% in fiscal Q4, compared to 68.1% in the same period last year.",real,fitness,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
362,"BREAKING: Federal Reserve audit reveals 90% of reported GDP growth fabricated through statistical manipulation!",fake,economic_indicators,5,"The language is sensational ('BREAKING,' 'fabricated through statistical manipulation'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
363,"Kazakhstan's annual inflation rate fell to 8.1% in July from 8.9% in June, though remained above the central bank's 4-6% target range.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
364,"URGENT ALERT: Major cyberattack detected across all banking systems. Complete account freeze coming within 48 hours. Withdraw cash now!",fake,cybersecurity,5,"The language is sensational ('URGENT ALERT,' 'Complete account freeze'). Such significant events would be reported by reputable outlets first, not through unverified claims."
365,"$URBN reported Anthropologie Group comparable retail segment sales increased 5.3% in Q2, driven by mid-single-digit growth in digital channel.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
366,"INSIDER INFO: SEC planning emergency 30-day trading halt on all meme stocks due to detected market manipulation. Starts Monday!",fake,regulation,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
367,"Kyrgyzstan's annual inflation rate eased to 4.0% in July from 4.2% in June, falling within the central bank's target range of 3-5%.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
368,"TOP SECRET: Major banks implementing deposit haircuts of 25% on all accounts over $5K starting next week. Bank run has already begun!",fake,banking,5,"The language is sensational ('TOP SECRET,' 'deposit haircuts'). Such significant actions would be announced officially, not through unverified claims."
369,"$AVGO reported free cash flow was $4.6 billion in fiscal Q3, representing 47% of revenue and increasing 21% year-over-year.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
370,"BREAKING NEWS: My source at Treasury confirms complete ban on physical cash coming next month. Mandatory digital currency with surveillance!",fake,currency,5,"The claim is speculative ('my source at Treasury') and lacks credible sourcing. Such significant policy changes would be announced officially, not through informal channels."
371,"Uzbekistan's annual inflation rate fell to 8.5% in July from 9.1% in June, continuing its downward trend from double-digit levels.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
372,"URGENT: Multiple sources confirm China dumping all U.S. Treasury holdings this weekend. Bond market collapse by Monday morning!",fake,bonds,5,"The language is sensational ('URGENT,' 'Bond market collapse'). Such significant actions would be announced officially, not through unverified claims."
373,"$SFIX reported gross margin increased 400 basis points to 43.5% in fiscal Q4, primarily due to lower shipping and logistics costs.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
374,"JUST IN: Major hedge funds coordinating complete exit from technology sector starting tomorrow. NASDAQ will crash 40% by Friday!",fake,markets,5,"The language is sensational ('JUST IN,' 'NASDAQ will crash 40%'). Such significant actions would be reported by reputable outlets first, not through unverified claims."
375,"Tajikistan's annual inflation rate eased to 5.2% in July from 5.7% in June, approaching the central bank's 5% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
376,"LEAKED DOCUMENTS: IRS implementing retroactive 90% tax on all cryptocurrency gains. Announcement coming Monday!",fake,cryptocurrency,5,"The language is sensational ('LEAKED DOCUMENTS,' '90% tax'). Such significant tax changes would be announced officially, not through leaks."
377,"$DKS reported inventory decreased 14% year-over-year in Q2, reflecting improved inventory management and supply chain normalization.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible inventory trends. It uses precise figures and avoids exaggeration."
378,"BREAKING: Federal Reserve implementing complete ban on mortgage lending for 60 days starting next week. Housing market collapse imminent!",fake,real_estate,5,"The language is sensational ('BREAKING,' 'Housing market collapse'). Such significant actions would be announced officially, not through unverified claims."
379,"Turkmenistan's annual inflation rate remained stable at 4.5% in July, unchanged from June and within the government's target range.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
380,"INSIDER TIP: Major class action lawsuit against $PFE to be announced tomorrow for vaccine side effects. Stock will crash 60%!",fake,pharmaceuticals,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant news would be reported by reputable outlets first, not through informal channels."
381,"$PTON reported connected fitness subscription gross margin was 63.0% in fiscal Q4, compared to 62.4% in the same period last year.",real,fitness,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
382,"TOP SECRET: Treasury preparing to implement mandatory precious metals registration. Gold confiscation program starting next month!",fake,precious_metals,5,"The language is sensational ('TOP SECRET,' 'Gold confiscation'). Such significant policy changes would be announced officially, not through unverified claims."
383,"Mongolia's annual inflation rate fell to 7.0% in July from 7.3% in June, though remained above the central bank's 6% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
384,"URGENT ALERT: Banking system implementing complete freeze on withdrawals above $5K starting Monday. Bank holiday announcement coming!",fake,banking,5,"The language is sensational ('URGENT ALERT,' 'complete freeze'). Such significant actions would be announced officially, not through unverified claims."
385,"$FIVE reported operating margin increased 10 basis points to 9.7% in Q2, despite ongoing investments in growth initiatives.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
386,"BREAKING NEWS: Major security flaw discovered in all cryptocurrency wallets. Complete account draining possible. Move to cold storage now!",fake,cryptocurrency,5,"The language is sensational ('BREAKING NEWS,' 'Complete account draining'). Such significant events would be reported by reputable outlets first, not through unverified claims."
